Date,Open,High,Low,Close,Adj Close,Volume,Return
2010-01-04,98.52751159667969,98.85161590576172,97.5551986694336,98.20340728759766,65.41098022460938,36204466,
2010-01-05,99.49982452392578,100.79623413085938,98.20340728759766,98.85161590576172,65.84273529052734,48342558,0.006600651212310236
2010-01-06,98.85161590576172,99.17572021484375,98.20340728759766,98.20340728759766,65.41098022460938,42690045,-0.006557368311217235
2010-01-07,98.20340728759766,98.85161590576172,96.2587890625,97.23109436035156,64.76335144042969,41818411,-0.009900918499552344
2010-01-08,97.23109436035156,97.87930297851562,95.2864761352539,97.5551986694336,64.97924041748047,35507158,0.003333505327459145
2010-01-11,95.93468475341797,97.23109436035156,95.93468475341797,96.2587890625,64.11572265625,36579346,-0.013289132893559779
2010-01-12,96.2587890625,96.90699005126953,95.61058044433594,95.93468475341797,63.899845123291016,47109928,-0.003366998358832982
2010-01-13,94.63826751708984,95.2864761352539,93.99005889892578,94.31416320800781,62.82045364379883,49217278,-0.016891926379626818
2010-01-14,94.63826751708984,97.23109436035156,94.63826751708984,96.90699005126953,64.5474624633789,34934810,0.027491186698085167
2010-01-15,98.20340728759766,99.17572021484375,97.23109436035156,98.85161590576172,65.84273529052734,44018324,0.020066982925677556
2010-01-18,97.87930297851562,98.52751159667969,97.23109436035156,97.87930297851562,65.19510650634766,23759373,-0.009835994530331436
2010-01-19,98.20340728759766,98.52751159667969,95.93468475341797,96.5828857421875,64.33158874511719,27744210,-0.01324513153677252
2010-01-20,97.23109436035156,97.23109436035156,95.2864761352539,95.61058044433594,63.683956146240234,41758245,-0.010067100960973996
2010-01-21,94.31416320800781,95.2864761352539,93.99005889892578,94.63826751708984,63.03633117675781,41755159,-0.010169358323079875
2010-01-22,91.39723205566406,92.04544067382812,88.80440521240234,89.45260620117188,59.582275390625,114111640,-0.054794683028861944
2010-01-25,88.15619659423828,90.7490234375,87.83209228515625,90.42491912841797,60.22991180419922,51202754,0.010869615323152318
2010-01-26,91.39723205566406,91.39723205566406,87.83209228515625,88.48030090332031,58.93465805053711,59112260,-0.021505157734131107
2010-01-27,88.80440521240234,89.12850189208984,86.2115707397461,86.2115707397461,57.42351150512695,57725359,-0.025641050536245272
2010-01-28,88.15619659423828,90.10081481933594,86.85977935791016,88.15619659423828,58.718780517578125,48780689,0.022556422944206855
2010-01-29,86.53567504882812,87.18388366699219,85.2392578125,87.18388366699219,58.07114028930664,56886121,-0.011029524499024737
2010-02-01,86.2115707397461,87.18388366699219,84.26695251464844,85.2392578125,56.77587127685547,37849002,-0.02230486616929211
2010-02-02,87.50798797607422,88.15619659423828,86.53567504882812,86.85977935791016,57.85526657104492,52697646,0.019011514397128514
2010-02-03,88.48030090332031,89.45260620117188,87.50798797607422,89.45260620117188,59.582275390625,34317724,0.0298505031941967
2010-02-04,89.45260620117188,89.45260620117188,87.83209228515625,88.48030090332031,58.93465805053711,23378323,-0.01086929520301251
2010-02-05,86.2115707397461,86.53567504882812,85.56336212158203,85.88746643066406,57.20763397216797,41730476,-0.02930404850891302
2010-02-08,87.83209228515625,88.48030090332031,86.85977935791016,86.85977935791016,57.85526657104492,33566421,0.011320737354599077
2010-02-09,86.2115707397461,87.50798797607422,85.88746643066406,86.53567504882812,57.6393928527832,47870487,-0.003731271689788705
2010-02-10,87.50798797607422,88.48030090332031,86.53567504882812,87.18388366699219,58.07114028930664,43268564,0.0074904924419687035
2010-02-22,89.45260620117188,89.45260620117188,86.53567504882812,87.18388366699219,58.07114028930664,50570240,0.0
2010-02-23,87.18388366699219,87.83209228515625,86.2115707397461,87.18388366699219,58.07114028930664,37290538,0.0
2010-02-24,86.85977935791016,86.85977935791016,85.88746643066406,85.88746643066406,57.20763397216797,27292194,-0.014869801296078218
2010-02-25,86.2115707397461,86.2115707397461,82.32232666015625,82.97053527832031,55.264732360839844,81910522,-0.03396227874540947
2010-02-26,81.67411804199219,84.26695251464844,81.67411804199219,82.32232666015625,54.83296585083008,47174722,-0.007812695213841514
2010-03-01,84.59105682373047,85.56336212158203,83.29463958740234,84.59105682373047,56.3441162109375,40204729,0.027559157828858268
2010-03-02,86.2115707397461,87.50798797607422,85.56336212158203,86.2115707397461,57.42351150512695,60881756,0.01915719629266137
2010-03-03,86.85977935791016,86.85977935791016,85.88746643066406,86.53567504882812,57.6393928527832,23760916,0.0037594591831427
2010-03-04,87.50798797607422,87.50798797607422,85.56336212158203,86.53567504882812,57.6393928527832,32631535,0.0
2010-03-05,87.50798797607422,87.50798797607422,86.2115707397461,86.85977935791016,57.85526657104492,27707184,0.0037452462209843517
2010-03-08,88.15619659423828,89.12850189208984,87.18388366699219,89.12850189208984,59.366416931152344,45942091,0.026119495245117648
2010-03-09,89.12850189208984,89.7767105102539,88.48030090332031,89.45260620117188,59.582275390625,35712339,0.00363603651072607
2010-03-10,89.45260620117188,89.7767105102539,88.80440521240234,89.45260620117188,59.582275390625,23845766,0.0
2010-03-11,90.42491912841797,90.42491912841797,89.12850189208984,89.12850189208984,59.366416931152344,34687976,-0.0036228636462349775
2010-03-12,89.45260620117188,89.45260620117188,87.83209228515625,89.12850189208984,59.366416931152344,26434444,0.0
2010-03-15,89.45260620117188,89.45260620117188,86.85977935791016,86.85977935791016,57.85526657104492,24293153,-0.02545463307748409
2010-03-16,88.15619659423828,88.80440521240234,87.18388366699219,88.80440521240234,59.150535583496094,26457584,0.022388091684974118
2010-03-17,89.7767105102539,90.42491912841797,89.12850189208984,90.42491912841797,60.22991180419922,50628863,0.018247953464081354
2010-03-18,90.7490234375,90.7490234375,89.7767105102539,90.42491912841797,60.22991180419922,33373582,0.0
2010-03-19,90.42491912841797,90.42491912841797,89.45260620117188,90.42491912841797,60.22991180419922,18416947,0.0
2010-03-22,89.7767105102539,89.7767105102539,88.48030090332031,88.80440521240234,59.150535583496094,14827046,-0.017920933110645382
2010-03-23,89.45260620117188,90.10081481933594,89.12850189208984,89.45260620117188,59.582275390625,14495362,0.00729900080988224
2010-03-24,89.7767105102539,90.42491912841797,88.48030090332031,88.48030090332031,58.93465805053711,27676330,-0.01086929520301251
2010-03-25,87.83209228515625,88.48030090332031,86.85977935791016,88.48030090332031,58.93465805053711,50588753,0.0
2010-03-26,87.83209228515625,88.48030090332031,86.85977935791016,87.18388366699219,58.07114028930664,43657328,-0.014652121345813068
2010-03-29,88.48030090332031,89.12850189208984,88.15619659423828,89.12850189208984,59.366416931152344,28916674,0.02230499754943194
2010-03-30,89.7767105102539,90.10081481933594,89.12850189208984,89.7767105102539,59.79816436767578,29834590,0.007272587076025458
2010-03-31,89.7767105102539,90.10081481933594,89.12850189208984,89.12850189208984,59.366416931152344,18528022,-0.0072200784269695895
2010-04-01,89.7767105102539,90.7490234375,89.45260620117188,90.7490234375,60.445804595947266,42720900,0.01818178897417197
2010-04-02,90.7490234375,91.39723205566406,90.10081481933594,90.42491912841797,60.22991180419922,19891784,-0.003571675374183404
2010-04-06,91.07312774658203,93.66595458984375,91.07312774658203,93.01774597167969,61.95694351196289,50449908,0.028673986994669044
2010-04-07,93.99005889892578,93.99005889892578,92.36954498291016,93.66595458984375,62.388710021972656,30362199,0.00696881552793834
2010-04-08,93.34185028076172,93.99005889892578,92.04544067382812,92.36954498291016,61.52518844604492,41489812,-0.013840991032249441
2010-04-09,92.36954498291016,93.99005889892578,92.04544067382812,93.66595458984375,62.388710021972656,36978910,0.014035252840956473
2010-04-12,93.99005889892578,94.31416320800781,92.69364929199219,93.66595458984375,62.388710021972656,31540835,0.0
2010-04-13,93.01774597167969,93.01774597167969,91.39723205566406,91.39723205566406,60.877567291259766,30067540,-0.024221413300269903
2010-04-14,92.04544067382812,92.69364929199219,91.39723205566406,92.04544067382812,61.3093147277832,18765601,0.007092061258916694
2010-04-15,93.01774597167969,93.66595458984375,92.04544067382812,93.01774597167969,61.95694351196289,30821929,0.01056330162969845
2010-04-16,93.01774597167969,93.01774597167969,90.7490234375,91.39723205566406,60.877567291259766,28794799,-0.017421392333447094
2010-04-19,90.10081481933594,90.7490234375,88.48030090332031,88.48030090332031,58.93465805053711,46822982,-0.03191502760659099
2010-04-20,89.45260620117188,90.10081481933594,88.80440521240234,89.7767105102539,59.79816436767578,28068180,0.01465192716309995
2010-04-21,90.7490234375,91.07312774658203,89.7767105102539,90.10081481933594,60.014041900634766,32646962,0.0036101030063671676
2010-04-22,90.10081481933594,92.69364929199219,89.7767105102539,92.36954498291016,61.52518844604492,46961827,0.025179882866615804
2010-04-23,93.34185028076172,93.99005889892578,92.69364929199219,93.66595458984375,62.388710021972656,60911068,0.014035252840956473
2010-04-26,94.63826751708984,95.93468475341797,94.63826751708984,95.93468475341797,63.899845123291016,69212424,0.02422129101220643
2010-04-27,96.5828857421875,97.23109436035156,95.93468475341797,96.90699005126953,64.5474624633789,67956653,0.010134881216665718
2010-04-28,94.63826751708984,99.49982452392578,94.31416320800781,99.17572021484375,66.05862426757812,96388915,0.023411637677570648
2010-04-29,99.17572021484375,100.14803314208984,97.87930297851562,98.52751159667969,65.62686920166016,66358399,-0.006535937899177172
2010-04-30,97.23109436035156,99.49982452392578,96.2587890625,96.2587890625,64.11572265625,73055331,-0.023026339116782504
2010-05-03,96.5828857421875,96.5828857421875,94.96237182617188,95.2864761352539,63.46808624267578,28541794,-0.010101054573563122
2010-05-04,96.2587890625,96.5828857421875,95.2864761352539,96.2587890625,64.11572265625,27400184,0.010204127017441873
2010-05-05,94.31416320800781,94.31416320800781,92.69364929199219,92.69364929199219,61.74106979370117,53873196,-0.037036981947162796
2010-05-06,92.69364929199219,93.01774597167969,91.07312774658203,91.39723205566406,60.877567291259766,43381182,-0.013985868811905505
